,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
54370,27897,Gabriele Detti,M,21.0,184.0,79.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,Bronze
54371,27897,Gabriele Detti,M,21.0,184.0,79.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze
54372,27897,Gabriele Detti,M,21.0,184.0,79.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
54382,27902,Santiago Deu,M,20.0,188.0,80.0,Andorra,AND,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 200 metres Freestyle,
54406,27915,Tams Deutsch,M,18.0,188.0,80.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 100 metres Backstroke,
54407,27915,Tams Deutsch,M,18.0,188.0,80.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Backstroke,
54408,27915,Tams Deutsch,M,18.0,188.0,80.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
54409,27915,Tams Deutsch,M,22.0,188.0,80.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Backstroke,
54410,27915,Tams Deutsch,M,22.0,188.0,80.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 200 metres Backstroke,
54411,27915,Tams Deutsch,M,22.0,188.0,80.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
54412,27915,Tams Deutsch,M,26.0,188.0,80.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 100 metres Backstroke,
54413,27915,Tams Deutsch,M,26.0,188.0,80.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
54432,27919,Tetiana Mykolavna Dev'iatova (-Kostitsyna),F,16.0,166.0,61.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 100 metres Butterfly,
54433,27919,Tetiana Mykolavna Dev'iatova (-Kostitsyna),F,16.0,166.0,61.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
54434,27919,Tetiana Mykolavna Dev'iatova (-Kostitsyna),F,20.0,166.0,61.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 100 metres Butterfly,
54435,27919,Tetiana Mykolavna Dev'iatova (-Kostitsyna),F,20.0,166.0,61.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Butterfly,
54436,27919,Tetiana Mykolavna Dev'iatova (-Kostitsyna),F,20.0,166.0,61.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
54457,27931,Nikia Hillarie Deveaux,F,18.0,165.0,62.0,Bahamas,BAH,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 50 metres Freestyle,
54462,27933,Charles Devendeville,M,18.0,,,France,FRA,1900 Summer,1900,Summer,Paris,Swimming,Swimming Men's Underwater Swimming,Gold
54507,27959,John Thomas Devitt,M,19.0,185.0,85.0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 100 metres Freestyle,Silver
54508,27959,John Thomas Devitt,M,19.0,185.0,85.0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
54509,27959,John Thomas Devitt,M,23.0,185.0,85.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 100 metres Freestyle,Gold
54510,27959,John Thomas Devitt,M,23.0,185.0,85.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
54565,27983,Phyllis Delma Dewar (-Lowery),F,20.0,,,Canada,CAN,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Women's 100 metres Freestyle,
54566,27983,Phyllis Delma Dewar (-Lowery),F,20.0,,,Canada,CAN,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
54571,27987,Steven Dennis Dewick,M,20.0,178.0,82.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 100 metres Backstroke,
54572,27987,Steven Dennis Dewick,M,20.0,178.0,82.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 200 metres Backstroke,
54573,27987,Steven Dennis Dewick,M,20.0,178.0,82.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
54587,27998,Neil Edward Dexter,M,17.0,175.0,67.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 400 metres Freestyle,
54588,27998,Neil Edward Dexter,M,17.0,175.0,67.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Swimming,"Swimming Men's 1,500 metres Freestyle",
54597,28002,Darya Sergeyevna Deyeva,F,21.0,181.0,69.0,Russia,RUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Breaststroke,
54667,28045,Shreya Dhital,F,17.0,163.0,54.0,Nepal,NEP,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Freestyle,
54727,28059,Marco di Carli,M,19.0,189.0,78.0,Germany,GER,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Backstroke,
54728,28059,Marco di Carli,M,27.0,189.0,78.0,Germany,GER,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Freestyle,
54729,28059,Marco di Carli,M,27.0,189.0,78.0,Germany,GER,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
54730,28059,Marco di Carli,M,27.0,189.0,78.0,Germany,GER,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
54796,28077,Alex Di Giorgio,M,21.0,185.0,75.0,Italy,ITA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
54797,28077,Alex Di Giorgio,M,26.0,185.0,75.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
54831,28100,Michele Di Pietro,M,17.0,181.0,63.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 200 metres Breaststroke,
54832,28101,Silvia Di Pietro,F,23.0,165.0,57.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
54833,28101,Silvia Di Pietro,F,23.0,165.0,57.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
54863,28115,Mirco Ametrano Di Tora,M,22.0,188.0,83.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Backstroke,
54864,28115,Mirco Ametrano Di Tora,M,22.0,188.0,83.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
54865,28115,Mirco Ametrano Di Tora,M,26.0,188.0,83.0,Italy,ITA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Backstroke,
54866,28115,Mirco Ametrano Di Tora,M,26.0,188.0,83.0,Italy,ITA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
54907,28134,Ioana Lorena Diaconescu,F,17.0,180.0,74.0,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Freestyle,
54908,28134,Ioana Lorena Diaconescu,F,17.0,180.0,74.0,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
54909,28134,Ioana Lorena Diaconescu,F,17.0,180.0,74.0,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
54910,28134,Ioana Lorena Diaconescu,F,21.0,180.0,74.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
54911,28134,Ioana Lorena Diaconescu,F,21.0,180.0,74.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
54912,28134,Ioana Lorena Diaconescu,F,21.0,180.0,74.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
54960,28168,Georgios Diamantidis,M,20.0,183.0,70.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Swimming,"Swimming Men's 1,500 metres Freestyle",
55040,28211,Abdourahamane Diawara,M,25.0,181.0,,Guinea,GUI,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 50 metres Freestyle,
55088,28237,Emilio Daz Miranda,M,20.0,178.0,76.0,Spain,ESP,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 200 metres Breaststroke,
55100,28247,Glenn L. Diaz,M,17.0,,,Guam,GUM,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Breaststroke,
55101,28247,Glenn L. Diaz,M,17.0,,,Guam,GUM,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 200 metres Breaststroke,
55102,28247,Glenn L. Diaz,M,17.0,,,Guam,GUM,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
55119,28258,Javier Daz Gonzlez,M,21.0,183.0,58.0,Mexico,MEX,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 200 metres Freestyle,
55120,28258,Javier Daz Gonzlez,M,21.0,183.0,58.0,Mexico,MEX,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 200 metres Individual Medley,
55121,28258,Javier Daz Gonzlez,M,24.0,183.0,58.0,Mexico,MEX,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
55168,28296,Rodrigo Eduardo Daz Alarcn,M,20.0,182.0,56.0,Guatemala,GUA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 50 metres Freestyle,
55235,28327,George Thomas DiCarlo,M,21.0,180.0,74.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 400 metres Freestyle,Gold
55236,28327,George Thomas DiCarlo,M,21.0,180.0,74.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver
55267,28343,Andrew Scott Dickens,M,20.0,195.0,83.0,Canada,CAN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Breaststroke,
55268,28343,Andrew Scott Dickens,M,27.0,195.0,83.0,Canada,CAN,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Breaststroke,
55269,28343,Andrew Scott Dickens,M,27.0,195.0,83.0,Canada,CAN,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Breaststroke,
55270,28343,Andrew Scott Dickens,M,27.0,195.0,83.0,Canada,CAN,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
55277,28347,"William Eugene ""Billy"" Dickey",M,29.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Swimming,Swimming Men's Plunge For Distance,Gold
55293,28353,Albert Edward Dickin,M,,,,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Men's 100 metres Freestyle,
55295,28353,Albert Edward Dickin,M,,,,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 100 metres Freestyle,
55296,28353,Albert Edward Dickin,M,,,,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
55297,28353,Albert Edward Dickin,M,,,,Great Britain,GBR,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
55298,28354,John Dickin,M,,,,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Men's 100 metres Freestyle,
55315,28368,David Gavin Dickson,M,19.0,179.0,76.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
55316,28368,David Gavin Dickson,M,23.0,179.0,76.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 100 metres Freestyle,
55317,28368,David Gavin Dickson,M,23.0,179.0,76.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
55318,28368,David Gavin Dickson,M,23.0,179.0,76.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
55319,28368,David Gavin Dickson,M,23.0,179.0,76.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
55328,28374,"Olof Elis ""Olle"" Dickson",M,19.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Men's 200 metres Breaststroke,
55329,28374,"Olof Elis ""Olle"" Dickson",M,19.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Men's 400 metres Breaststroke,
55356,28392,Dwayne Benjamin Didon,M,13.0,,,Seychelles,SEY,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 50 metres Freestyle,
55368,28401,Nelson W. Diebel,M,21.0,183.0,84.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Breaststroke,Gold
55369,28401,Nelson W. Diebel,M,21.0,183.0,84.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
55399,28409,Helga Diederichsen Schonbude,F,17.0,,,Mexico,MEX,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 200 metres Breaststroke,
55407,28413,Karen Dieffenthaler,F,20.0,162.0,58.0,Trinidad and Tobago,TTO,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 50 metres Freestyle,
55408,28413,Karen Dieffenthaler,F,20.0,162.0,58.0,Trinidad and Tobago,TTO,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 100 metres Freestyle,
55409,28413,Karen Dieffenthaler,F,20.0,162.0,58.0,Trinidad and Tobago,TTO,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 200 metres Freestyle,
55410,28414,Ralf Diegel,M,20.0,184.0,76.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Individual Medley,
55411,28414,Ralf Diegel,M,20.0,184.0,76.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 400 metres Individual Medley,
55434,28430,Christian Diener,M,23.0,182.0,82.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Backstroke,
55454,28446,William Grant Diering,M,22.0,182.0,67.0,South Africa,RSA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Breaststroke,
55457,28449,Ines Diers (-Noack),F,16.0,175.0,64.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 100 metres Freestyle,Bronze
55458,28449,Ines Diers (-Noack),F,16.0,175.0,64.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 200 metres Freestyle,Silver
55459,28449,Ines Diers (-Noack),F,16.0,175.0,64.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 400 metres Freestyle,Gold
55460,28449,Ines Diers (-Noack),F,16.0,175.0,64.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 800 metres Freestyle,Silver
55461,28449,Ines Diers (-Noack),F,16.0,175.0,64.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
55551,28481,Jrgen Dietze,M,17.0,176.0,77.0,Germany,GER,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 100 metres Backstroke,
55552,28481,Jrgen Dietze,M,22.0,176.0,77.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 200 metres Backstroke,
55596,28496,Dominique Lorraine Diezi (-O'Brien),F,19.0,177.0,69.0,Switzerland,SUI,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 50 metres Freestyle,
55597,28496,Dominique Lorraine Diezi (-O'Brien),F,19.0,177.0,69.0,Switzerland,SUI,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
55598,28496,Dominique Lorraine Diezi (-O'Brien),F,19.0,177.0,69.0,Switzerland,SUI,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
55599,28496,Dominique Lorraine Diezi (-O'Brien),F,27.0,177.0,69.0,Switzerland,SUI,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Freestyle,
55600,28496,Dominique Lorraine Diezi (-O'Brien),F,27.0,177.0,69.0,Switzerland,SUI,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
55601,28496,Dominique Lorraine Diezi (-O'Brien),F,27.0,177.0,69.0,Switzerland,SUI,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
55639,28510,Slobodan Dijakovi,M,17.0,175.0,67.0,Yugoslavia,YUG,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 400 metres Freestyle,
55640,28510,Slobodan Dijakovi,M,17.0,175.0,67.0,Yugoslavia,YUG,1964 Summer,1964,Summer,Tokyo,Swimming,"Swimming Men's 1,500 metres Freestyle",
55664,28523,Ayse Diker,F,16.0,165.0,50.0,Turkey,TUR,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Butterfly,
55665,28524,Kateryna Dikidzhy,F,17.0,176.0,60.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
55666,28525,lkay Dikmen,F,19.0,166.0,60.0,Turkey,TUR,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Breaststroke,
55667,28525,lkay Dikmen,F,19.0,166.0,60.0,Turkey,TUR,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Breaststroke,
55668,28525,lkay Dikmen,F,23.0,166.0,60.0,Turkey,TUR,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Breaststroke,
55669,28525,lkay Dikmen,F,23.0,166.0,60.0,Turkey,TUR,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Breaststroke,
55699,28541,Alana Kathryn Dillette,F,20.0,178.0,64.0,Bahamas,BAH,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Backstroke,
55700,28542,Gary J. Dilley,M,19.0,186.0,75.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 200 metres Backstroke,Silver
55716,28551,Artur Dilman,M,17.0,179.0,78.0,Kazakhstan,KAZ,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Freestyle,
55751,28567,Giorgos Dimitriadis,M,19.0,176.0,67.0,Cyprus,CYP,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 200 metres Individual Medley,
55752,28567,Giorgos Dimitriadis,M,23.0,176.0,67.0,Cyprus,CYP,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 200 metres Individual Medley,
55755,28569,Stefanos Dimitriadis,M,22.0,189.0,82.0,Greece,GRE,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Butterfly,
55756,28569,Stefanos Dimitriadis,M,22.0,189.0,82.0,Greece,GRE,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Butterfly,
55757,28569,Stefanos Dimitriadis,M,26.0,189.0,82.0,Greece,GRE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Butterfly,
55769,28574,Dimitrios Dimitriou,M,19.0,179.0,72.0,Greece,GRE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,
55850,28621,Zoi Dimoskhaki,F,15.0,175.0,63.0,Greece,GRE,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Freestyle,
55851,28621,Zoi Dimoskhaki,F,19.0,175.0,63.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Freestyle,
55852,28621,Zoi Dimoskhaki,F,19.0,175.0,63.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 400 metres Freestyle,
55853,28621,Zoi Dimoskhaki,F,19.0,175.0,63.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
55854,28621,Zoi Dimoskhaki,F,19.0,175.0,63.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
55857,28623,Kyriakos Dimosthenous,M,24.0,176.0,72.0,Cyprus,CYP,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Breaststroke,
55874,28633,Achmad Dimyati,M,21.0,,,Indonesia,INA,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 100 metres Freestyle,
55919,28659,Ding Jilian,F,20.0,166.0,60.0,China,CHN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Freestyle,
55920,28659,Ding Jilian,F,20.0,166.0,60.0,China,CHN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
55937,28667,Shawn Erbelau Dingilius-Wallace,M,22.0,184.0,93.0,Palau,PLW,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,
56023,28706,Binta Zahra Diop,F,18.0,169.0,58.0,Senegal,SEN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Butterfly,
56029,28710,"Mouhamedou ""Mouhamed"" Diop",M,24.0,,,Senegal,SEN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 50 metres Freestyle,
56030,28710,"Mouhamedou ""Mouhamed"" Diop",M,24.0,,,Senegal,SEN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 100 metres Freestyle,
56031,28710,"Mouhamedou ""Mouhamed"" Diop",M,24.0,,,Senegal,SEN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Individual Medley,
56032,28710,"Mouhamedou ""Mouhamed"" Diop",M,28.0,,,Senegal,SEN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 50 metres Freestyle,
56033,28710,"Mouhamedou ""Mouhamed"" Diop",M,28.0,,,Senegal,SEN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Freestyle,
56034,28710,"Mouhamedou ""Mouhamed"" Diop",M,28.0,,,Senegal,SEN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 200 metres Individual Medley,
56072,28734,"Madeline Jane ""Maya"" DiRado",F,23.0,175.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
56073,28734,"Madeline Jane ""Maya"" DiRado",F,23.0,175.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Backstroke,Gold
56074,28734,"Madeline Jane ""Maya"" DiRado",F,23.0,175.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Individual Medley,Bronze
56075,28734,"Madeline Jane ""Maya"" DiRado",F,23.0,175.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Individual Medley,Silver
56124,28756,James Disney-May,M,19.0,192.0,78.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
56171,28783,Erica Dittmer Kane,F,20.0,180.0,68.0,Mexico,MEX,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Individual Medley,
56183,28786,Kurt Dittrich,M,22.0,188.0,83.0,Austria,AUT,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 100 metres Butterfly,
56184,28787,Nina Dittrich,F,17.0,174.0,58.0,Austria,AUT,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Butterfly,
